,0,1
184,none,0
185,none,0
186,none,0
187,none,0
188,none,0
189,none,0
190,none,0
191,none,0
192,none,0
193,none,0
194,none,0
195,none,0
196,none,0
197,none,0
198,none,0
199,none,0
200,none,0
201,none,0
202,none,0
203,none,0
204,none,0
205,none,0
206,none,0
207,none,0
208,none,0
209,none,0
210,none,0
211,none,0
212,none,0
213,none,0
214,none,0
215,none,0
216,none,0
217,none,0
218,none,0
219,none,0
220,none,0
221,none,0
222,none,0
223,none,0
224,none,0
225,none,0
226,none,0
227,none,0
228,none,0
229,none,0
230,none,0
231,none,0
232,none,0
233,none,0
234,none,0
235,none,0
236,none,0
237,none,0
238,none,0
239,none,0
240,none,0
241,none,0
242,none,0
243,none,0
244,none,0
245,none,0
246,none,0
247,none,0
248,none,0
249,none,0
250,none,0
251,none,0
252,none,0
253,none,0
254,none,0
255,none,0
256,none,0
257,none,0
258,none,0
259,none,0
260,none,0
261,none,0
262,none,0
263,none,0
264,none,0
265,none,0
266,none,0
267,none,0
268,none,0
269,none,0
270,none,0
271,none,0
272,none,0
273,none,0
274,none,0
275,none,0
276,none,0
277,none,0
278,none,0
279,none,0
280,none,0
281,none,0
282,none,0
283,none,0
284,none,0
285,none,0
286,none,0
287,none,0
288,none,0
289,none,0
290,none,0
291,none,0
292,none,0
293,none,0
294,none,0
295,none,0
296,none,0
297,none,0
298,none,0
299,none,0
300,none,0
301,none,0
302,none,0
303,none,0
304,none,0
305,none,0
306,none,0
307,none,0
308,none,0
309,none,0
310,none,0
311,none,0
312,none,0
313,none,0
314,none,0
315,none,0
316,none,0
317,none,0
318,none,0
319,none,0
320,none,0
321,none,0
322,none,0
323,none,0
324,none,0
325,none,0
326,none,0
327,none,0
328,none,0
329,none,0
330,none,0
331,none,0
332,none,0
333,none,0
334,none,0
335,none,0
336,none,0
337,none,0
338,none,0
339,none,0
340,none,0
341,none,0
342,none,0
343,none,0
344,none,0
345,none,0
346,none,0
347,none,0
348,none,0
349,none,0
350,none,0
351,none,0
352,none,0
353,none,0
354,none,0
355,none,0
356,none,0
357,none,0
358,none,0
359,none,0
360,none,0
361,none,0
362,none,0
363,none,0
364,none,0
365,none,0
366,none,0
367,none,0
368,none,0
369,none,0
370,none,0
371,none,0
372,none,0
373,none,0
374,none,0
375,none,0
376,none,0
377,none,0
378,none,0
379,none,0
380,none,0
381,none,0
382,none,0
383,none,0
384,none,0
385,none,0
386,none,0
387,none,0
388,none,0
389,none,0
390,none,0
391,none,0
392,none,0
393,none,0
394,none,0
395,none,0
396,none,0
397,none,0
398,none,0
399,none,0
400,none,0
401,none,0
402,none,0
403,none,0
404,none,0
405,none,0
406,none,0
407,none,0
408,none,0
409,none,0
410,none,0
411,none,0
412,none,0
413,none,0
414,none,0
415,none,0
416,none,0
417,none,0
418,none,0
419,none,0
420,none,0
421,none,0
422,none,0
423,none,0
424,none,0
425,none,0
426,none,0
427,none,0
428,none,0
429,none,0
430,none,0
431,none,0
432,none,0
433,none,0
434,none,0
435,none,0
436,none,0
437,none,0
438,none,0
439,none,0
440,none,0
441,none,0
442,none,0
443,none,0
444,none,0
445,none,0
446,none,0
447,none,0
448,none,0
449,none,0
450,none,0
451,none,0
452,none,0
453,none,0
454,none,0
455,none,0
456,none,0
457,none,0
458,none,0
459,none,0
460,none,0
461,none,0
462,none,0
463,none,0
464,none,0
465,none,0
466,none,0
467,none,0
468,none,0
469,none,0
470,none,0
471,none,0
472,none,0
473,none,0
474,none,0
475,none,0
476,none,0
477,none,0
478,none,0
479,none,0
480,none,0
481,none,0
482,none,0
483,none,0
484,none,0
485,none,0
486,none,0
487,none,0
488,none,0
489,none,0
490,none,0
491,none,0
492,none,0
493,none,0
494,none,0
495,none,0
496,none,0
497,none,0
498,none,0
499,none,0
500,none,0
501,none,0
502,none,0
503,none,0
504,none,0
505,none,0
506,none,0
507,none,0
508,none,0
509,none,0
510,none,0
511,none,0
512,none,0
513,none,0
514,none,0
515,none,0
516,none,0
517,none,0
518,none,0
519,none,0
520,none,0
521,none,0
522,none,0
523,none,0
524,none,0
525,none,0
526,none,0
527,none,0
528,none,0
529,none,0
530,none,0
531,none,0
532,none,0
533,none,0
534,none,0
535,none,0
536,none,0
537,none,0
538,none,0
539,none,0
540,none,0
541,none,0
542,none,0
543,none,0
544,none,0
545,none,0
546,none,0
547,none,0
548,none,0
549,none,0
550,none,0
551,none,0
552,none,0
553,none,0
554,none,0
555,none,0
556,none,0
557,none,0
558,none,0
559,none,0
560,none,0
561,none,0
562,none,0
563,none,0
564,none,0
565,none,0
566,none,0
567,none,0
568,none,0
569,none,0
570,none,0
571,none,0
572,none,0
573,none,0
574,none,0
575,none,0
576,none,0
577,none,0
578,none,0
579,none,0
580,none,0
581,none,0
582,none,0
583,none,0
584,none,0
585,none,0
586,none,0
587,none,0
588,none,0
589,none,0
590,none,0
591,none,0
592,none,0
593,none,0
594,none,0
595,none,0
596,none,0
597,none,0
598,none,0
599,none,0
600,none,0
601,none,0
602,none,0
603,none,0
604,none,0
605,none,0
606,none,0
607,none,0
608,none,0
609,none,0
610,none,0
611,none,0
612,none,0
613,none,0
614,none,0
615,none,0
616,none,0
617,none,0
618,none,0
619,none,0
620,none,0
621,none,0
622,none,0
623,none,0
624,none,0
625,none,0
626,none,0
627,none,0
628,none,0
629,none,0
630,none,0
631,none,0
632,none,0
633,none,0
634,none,0
635,none,0
636,none,0
637,none,0
638,none,0
639,none,0
640,none,0
641,none,0
642,none,0
643,none,0
644,none,0
645,none,0
646,none,0
647,none,0
648,none,0
649,none,0
650,none,0
651,none,0
652,none,0
653,none,0
654,none,0
655,none,0
656,none,0
657,none,0
658,none,0
659,none,0
660,none,0
661,none,0
662,none,0
663,none,0
664,none,0
665,none,0
666,none,0
667,none,0
668,none,0
669,none,0
670,none,0
671,none,0
672,none,0
673,none,0
674,none,0
675,none,0
676,none,0
677,none,0
678,none,0
679,none,0
680,none,0
681,none,0
682,none,0
683,none,0
684,none,0
685,none,0
686,none,0
687,none,0
688,none,0
689,none,0
690,none,0
691,none,0
692,none,0
693,none,0
694,none,0
695,none,0
696,none,0
697,none,0
698,none,0
699,none,0
700,none,0
701,none,0
702,none,0
703,none,0
704,none,0
705,none,0
706,none,0
707,none,0
708,none,0
709,none,0
710,none,0
711,none,0
712,none,0
713,none,0
714,none,0
715,none,0
716,none,0
717,none,0
718,none,0
719,none,0
720,none,0
721,none,0
722,none,0
723,none,0
724,none,0
725,none,0
726,none,0
727,none,0
728,none,0
729,none,0
730,none,0
731,none,0
732,none,0
733,none,0
734,none,0
735,none,0
736,none,0
737,none,0
738,none,0
739,none,0
740,none,0
741,none,0
742,none,0
743,none,0
744,none,0
745,none,0
746,none,0
747,none,0
748,none,0
749,none,0
750,none,0
751,none,0
752,none,0
753,none,0
754,none,0
755,none,0
756,none,0
757,none,0
758,none,0
759,none,0
760,none,0
761,none,0
762,none,0
763,none,0
764,none,0
765,none,0
766,none,0
767,none,0
768,none,0
769,none,0
770,none,0
771,none,0
772,none,0
773,none,0
774,none,0
775,none,0
776,none,0
777,none,0
778,none,0
779,none,0
780,none,0
781,none,0
782,none,0
783,none,0
784,none,0
785,none,0
786,none,0
787,none,0
788,none,0
789,none,0
790,none,0
791,none,0
792,none,0
793,none,0
794,none,0
795,none,0
796,none,0
797,none,0
798,none,0
799,none,0
800,none,0
801,none,0
802,none,0
803,none,0
804,none,0
805,none,0
806,none,0
807,none,0
808,none,0
809,none,0
810,none,0
811,none,0
812,none,0
813,none,0
814,none,0
815,none,0
816,none,0
817,none,0
818,none,0
819,none,0
820,none,0
821,none,0
822,none,0
823,none,0
824,none,0
825,none,0
826,none,0
827,none,0
828,none,0
829,none,0
830,none,0
831,none,0
832,none,0
833,none,0
834,none,0
835,none,0
836,none,0
837,none,0
838,none,0
839,none,0
840,none,0
841,none,0
842,none,0
843,none,0
844,none,0
845,none,0
846,none,0
847,none,0
848,none,0
849,none,0
850,none,0
851,none,0
852,none,0
853,none,0
854,none,0
855,none,0
856,none,0
857,none,0
858,none,0
859,none,0
860,none,0
861,none,0
862,none,0
863,none,0
864,none,0
865,none,0
866,none,0
867,none,0
868,none,0
869,none,0
870,none,0
871,none,0
872,none,0
873,none,0
874,none,0
875,none,0
876,none,0
877,none,0
878,none,0
879,none,0
880,none,0
881,none,0
882,none,0
883,none,0
884,none,0
885,none,0
886,none,0
887,none,0
888,none,0
889,none,0
890,none,0
891,none,0
892,none,0
893,none,0
894,none,0
895,none,0
896,none,0
897,none,0
898,none,0
899,none,0
900,none,0
901,none,0
902,none,0
903,none,0
904,none,0
905,none,0
906,none,0
907,none,0
908,none,0
909,none,0
910,none,0
911,none,0
912,none,0
913,none,0
914,none,0
915,none,0
916,none,0
917,none,0
918,none,0
919,none,0
920,none,0
921,none,0
922,none,0
923,none,0
924,none,0
925,none,0
926,none,0
927,none,0
928,none,0
929,none,0
930,none,0
931,none,0
932,none,0
933,none,0
934,none,0
935,none,0
936,none,0
937,none,0
938,none,0
939,none,0
940,none,0
941,none,0
942,none,0
943,none,0
944,none,0
945,none,0
946,none,0
947,none,0
948,none,0
949,none,0
950,none,0
951,none,0
952,none,0
953,none,0
954,none,0
955,none,0
956,none,0
957,none,0
958,none,0
959,none,0
960,none,0
961,none,0
962,none,0
963,none,0
964,none,0
965,none,0
966,none,0
967,none,0
968,none,0
969,none,0
970,none,0
971,none,0
972,none,0
973,none,0
974,none,0
975,none,0
976,none,0
977,none,0
978,none,0
979,none,0
980,none,0
981,none,0
982,none,0
983,none,0
984,none,0
985,none,0
986,none,0
987,none,0
988,none,0
989,none,0
990,none,0
991,none,0
992,none,0
993,none,0
994,none,0
995,none,0
996,none,0
997,none,0
998,none,0
999,none,0
1000,none,0
1001,none,0
1002,none,0
1003,none,0
1004,none,0
1005,none,0
1006,none,0
1007,none,0
1008,none,0
1009,none,0
1010,none,0
1011,none,0
1012,none,0
1013,none,0
1014,none,0
1015,none,0
1016,none,0
1017,none,0
1018,none,0
1019,none,0
1020,none,0
1021,none,0
1022,none,0
1023,none,0
1024,none,0
1025,none,0
1026,none,0
1027,none,0
1028,none,0
1029,none,0
1030,none,0
1031,none,0
1032,none,0
1033,none,0
1034,none,0
1035,none,0
1036,none,0
1037,none,0
1038,none,0
1039,none,0
1040,none,0
1041,none,0
1042,none,0
1043,none,0
1044,none,0
1045,none,0
1046,none,0
1047,none,0
1048,none,0
1049,none,0
1050,none,0
1051,none,0
1052,none,0
1053,none,0
1054,none,0
1055,none,0
1056,none,0
1057,none,0
1058,none,0
1059,none,0
1060,none,0
1061,none,0
1062,none,0
1063,none,0
1064,none,0
1065,none,0
1066,none,0
1067,none,0
1068,none,0
1069,none,0
1070,none,0
1071,none,0
1072,none,0
1073,none,0
1074,none,0
1075,none,0
1076,none,0
1077,none,0
1078,none,0
1079,none,0
1080,none,0
1081,none,0
1082,none,0
1083,none,0
1084,none,0
1085,none,0
1086,none,0
1087,none,0
1088,none,0
1089,none,0
1090,none,0
1091,none,0
1092,none,0
1093,none,0
1094,none,0
1095,none,0
1096,none,0
1097,none,0
1098,none,0
1099,none,0
1100,none,0
1101,none,0
1102,none,0
1103,none,0
1104,none,0
1105,none,0
1106,none,0
1107,none,0
1108,none,0
1109,none,0
1110,none,0
1111,none,0
1112,none,0
1113,none,0
1114,none,0
1115,none,0
1116,none,0
1117,none,0
1118,none,0
1119,none,0
1120,none,0
1121,none,0
1122,none,0
1123,none,0
1124,none,0
1125,none,0
1126,none,0
1127,none,0
1128,none,0
1129,none,0
1130,none,0
1131,none,0
1132,none,0
1133,none,0
1134,none,0
1135,none,0
1136,none,0
1137,none,0
1138,none,0
1139,none,0
1140,none,0
1141,none,0
1142,none,0
1143,none,0
1144,none,0
1145,none,0
1146,none,0
1147,none,0
1148,none,0
1149,none,0
1150,none,0
1151,none,0
1152,none,0
1153,none,0
1154,none,0
1155,none,0
1156,none,0
1157,none,0
1158,none,0
1159,none,0
1160,none,0
1161,none,0
1162,none,0
1163,none,0
1164,none,0
1165,none,0
1166,none,0
1167,none,1
1168,none,1
1169,none,1
1170,none,1
1171,none,1
1172,none,1
1173,none,1
1174,none,1
1175,none,1
1176,none,1
1177,none,1
1178,none,1
1179,none,1
1180,none,1
1181,none,1
1182,none,1
1183,none,1
1184,none,1
1185,none,1
1186,none,1
1187,none,1
1188,none,1
1189,none,1
1190,none,1
1191,none,1
1192,none,1
1193,none,1
1194,none,1
1195,none,1
1196,none,1
1197,none,1
1198,none,1
1199,none,1
1200,none,1
1201,none,1
1202,none,1
1203,none,1
1204,none,1
1205,none,1
1206,none,1
1207,none,1
1208,none,1
1209,none,1
1210,none,1
1211,none,1
1212,none,1
1213,none,1
1214,none,1
1215,none,1
1216,none,1
1217,none,1
1218,none,1
1219,none,1
1220,none,1
1221,none,1
1222,none,1
1223,none,1
1224,none,1
1225,none,1
1226,none,1
1227,none,1
1228,none,1
1229,none,1
1230,none,1
1231,none,1
1232,none,1
1233,none,1
1234,none,1
1235,none,1
1236,none,1
1237,none,1
1238,none,1
1239,none,1
1240,none,1
1241,none,1
1242,none,1
1243,none,1
1244,none,1
1245,none,1
1246,none,1
1247,none,1
1248,none,1
1249,none,1
1250,none,1
1251,none,1
1252,none,1
1253,none,1
1254,none,1
1255,none,1
1256,none,1
1257,none,1
1258,none,1
1259,none,1
1260,none,1
1261,none,1
1262,none,1
1263,none,1
1264,none,1
1265,none,1
1266,none,1
1267,none,1
1268,none,1
1269,none,1
1270,none,1
1271,none,1
1272,none,1
1273,none,1
1274,none,1
1275,none,1
1276,none,1
1277,none,1
1278,none,1
1279,none,1
1280,none,1
1281,none,1
1282,none,1
1283,none,1
1284,none,1
1285,none,1
1286,none,1
1287,none,1
1288,none,1
1289,none,1
1290,none,1
1291,none,1
1292,none,1
1293,none,1
1294,none,1
1295,none,1
1296,none,1
1297,none,1
1298,none,1
1299,none,1
1300,none,1
1301,none,1
1302,none,1
1303,none,1
1304,none,1
1305,none,1
1306,none,1
1307,none,1
1308,none,1
1309,none,1
1310,none,1
1311,none,1
1312,none,1
1313,none,1
1314,none,1
1315,none,1
1316,none,1
1317,none,1
1318,none,1
1319,none,1
1320,none,1
1321,none,1
1322,none,1
1323,none,1
1324,none,1
1325,none,1
1326,none,1
1327,none,1
1328,none,1
1329,none,1
1330,none,1
1331,none,1
1332,none,1
1333,none,1
1334,none,1
1335,none,1
1336,none,1
1337,none,1
1338,none,1
1339,none,1
1340,none,1
1341,none,1
1342,none,1
1343,none,1
1344,none,1
1345,none,1
1346,none,1
1347,none,1
1348,none,1
1349,none,1
1350,none,1
1351,none,1
1352,none,1
1353,none,1
1354,none,1
1355,none,1
1356,none,1
1357,none,1
1358,none,1
1359,none,1
1360,none,1
1361,none,1
1362,none,1
1363,none,1
1364,none,1
1365,none,1
1366,none,1
1367,none,1
1368,none,1
1369,none,1
1370,none,1
1371,none,1
1372,none,1
1373,none,1
1374,none,1
1375,none,1
1376,none,1
1377,none,1
1378,none,1
1379,none,1
1380,none,1
1381,none,1
1382,none,1
1383,none,1
1384,none,1
1385,none,1
1386,none,1
1387,none,1
1388,none,1
1389,none,1
1390,none,1
1391,none,1
1392,none,1
1393,none,1
1394,none,1
1395,none,1
1396,none,1
1397,none,1
1398,none,1
1399,none,1
1400,none,1
1401,none,1
1402,none,1
1403,none,1
1404,none,1
1405,none,1
1406,none,1
1407,none,1
1408,none,1
1409,none,1
1410,none,1
1411,none,1
1412,none,1
1413,none,1
1414,none,1
1415,none,1
1416,none,1
1417,none,1
1418,none,1
1419,none,1
1420,none,1
1421,none,1
1422,none,1
1423,none,1
1424,none,1
1425,none,1
1426,none,1
1427,none,1
1428,none,1
1429,none,1
1430,none,1
1431,none,1
1432,none,1
1433,none,1
1434,none,1
1435,none,1
1436,none,1
1437,none,1
1438,none,1
1439,none,1
1440,none,1
1441,none,1
1442,none,1
1443,none,1
1444,none,1
1445,none,1
1446,none,1
1447,none,1
1448,none,1
1449,none,1
1450,none,1
1451,none,1
1452,none,1
1453,none,1
1454,none,1
1455,none,1
1456,none,1
1457,none,1
1458,none,1
1459,none,1
1460,none,1
1461,none,1
1462,none,1
1463,none,1
1464,none,1
1465,none,1
1466,none,1
1467,none,1
1468,none,1
1469,none,1
1470,none,1
1471,none,1
1472,none,1
1473,none,1
1474,none,1
1475,none,1
1476,none,1
1477,none,1
1478,none,1
1479,none,1
1480,none,1
1481,none,1
1482,none,1
1483,none,1
1484,none,1
1485,none,1
1486,none,1
1487,none,1
1488,none,1
1489,none,1
1490,none,1
1491,none,1
1492,none,1
1493,none,1
1494,none,1
1495,none,1
1496,none,1
1497,none,1
1498,none,1
1499,none,1
1500,none,1
1501,none,1
1502,none,1
1503,none,1
1504,none,1
1505,none,1
1506,none,1
1507,none,1
1508,none,1
1509,none,1
1510,none,1
1511,none,1
1512,none,1
1513,none,1
1514,none,1
1515,none,1
1516,none,1
1517,none,1
1518,none,1
1519,none,1
1520,none,1
1521,none,1
1522,none,1
1523,none,1
1524,none,1
1525,none,1
1526,none,1
1527,none,1
1528,none,1
1529,none,1
1530,none,1
1531,none,1
1532,none,1
1533,none,1
1534,none,1
1535,none,1
1536,none,1
1537,none,1
1538,none,1
1539,none,1
1540,none,1
1541,none,1
1542,none,1
1543,none,1
1544,none,1
1545,none,1
1546,none,1
1547,none,1
1548,none,1
1549,none,1
1550,none,1
1551,none,1
1552,none,1
1553,none,1
1554,none,1
1555,none,1
1556,none,1
1557,none,1
1558,none,1
1559,none,1
1560,none,1
1561,none,1
1562,none,1
1563,none,1
1564,none,1
1565,none,1
1566,none,1
1567,none,1
1568,none,1
1569,none,1
1570,none,1
1571,none,1
1572,none,1
1573,none,1
1574,none,1
1575,none,1
1576,none,1
1577,none,1
1578,none,1
1579,none,1
1580,none,1
1581,none,1
1582,none,1
1583,none,1
1584,none,1
1585,none,1
1586,none,1
1587,none,1
1588,none,1
1589,none,1
1590,none,1
1591,none,1
1592,none,1
1593,none,1
1594,none,1
1595,none,1
1596,none,1
1597,none,1
1598,none,1
1599,none,1
1600,none,1
1601,none,1
1602,none,1
1603,none,1
1604,none,1
1605,none,1
1606,none,1
1607,none,1
1608,none,1
1609,none,1
1610,none,1
1611,none,1
1612,none,1
1613,none,1
1614,none,1
1615,none,1
1616,none,1
1617,none,1
1618,none,1
1619,none,1
1620,none,1
1621,none,1
1622,none,1
1623,none,1
1624,none,1
1625,none,1
1626,none,1
1627,none,1
1628,none,1
1629,none,1
1630,none,1
1631,none,1
1632,none,1
1633,none,1
1634,none,1
1635,none,1
1636,none,1
1637,none,1
1638,none,1
1639,none,1
1640,none,1
1641,none,1
1642,none,1
1643,none,1
1644,none,1
1645,none,1
1646,none,1
1647,none,1
1648,none,1
1649,none,1
1650,none,1
1651,none,1
1652,none,1
1653,none,1
1654,none,1
1655,none,1
1656,none,1
1657,none,1
1658,none,1
1659,none,1
1660,none,1
1661,none,1
1662,none,1
1663,none,1
1664,none,1
1665,none,1
1666,none,1
1667,none,1
1668,none,1
1669,none,1
1670,none,1
1671,none,1
1672,none,1
1673,none,1
1674,none,1
1675,none,1
1676,none,1
1677,none,1
1678,none,1
1679,none,1
1680,none,1
1681,none,1
1682,none,1
1683,none,1
1684,none,1
1685,none,1
1686,none,1
1687,none,1
1688,none,1
1689,none,1
1690,none,1
1691,none,1
1692,none,1
1693,none,1
1694,none,1
1695,none,1
1696,none,1
1697,none,1
1698,none,1
1699,none,1
1700,none,1
1701,none,1
1702,none,1
1703,none,1
1704,none,1
1705,none,1
1706,none,1
1707,none,1
1708,none,1
1709,none,1
1710,none,1
1711,none,1
1712,none,1
1713,none,1
1714,none,1
1715,none,1
1716,none,1
1717,none,1
1718,none,1
1719,none,1
1720,none,1
1721,none,1
1722,none,1
1723,none,1
1724,none,1
1725,none,1
1726,none,1
1727,none,1
1728,none,1
1729,none,1
1730,none,1
1731,none,1
1732,none,1
1733,none,1
1734,none,1
1735,none,1
1736,none,1
1737,none,1
1738,none,1
1739,none,1
1740,none,1
1741,none,1
1742,none,1
1743,none,1
1744,none,1
1745,none,1
1746,none,1
1747,none,1
1748,none,1
1749,none,1
1750,none,1
1751,none,1
1752,none,1
1753,none,1
1754,none,1
1755,none,1
1756,none,1
1757,none,1
1758,none,1
1759,none,1
1760,none,1
1761,none,1
1762,none,1
1763,none,1
1764,none,1
1765,none,1
1766,none,1
1767,none,1
1768,none,1
1769,none,1
1770,none,1
1771,none,1
1772,none,1
1773,none,1
1774,none,1
1775,none,1
1776,none,1
1777,none,1
1778,none,1
1779,none,1
1780,none,1
1781,none,1
1782,none,1
1783,none,1
1784,none,1
1785,none,1
1786,none,1
1787,none,1
1788,none,1
1789,none,1
1790,none,1
1791,none,1
1792,none,1
1793,none,1
1794,none,1
1795,none,1
1796,none,1
1797,none,1
1798,none,1
1799,none,1
1800,none,1
1801,none,1
1802,none,1
1803,none,1
1804,none,1
1805,none,1
1806,none,1
1807,none,1
1808,none,1
1809,none,1
1810,none,1
1811,none,1
1812,none,1
1813,none,1
1814,none,1
1815,none,1
1816,none,1
1817,none,1
1818,none,1
1819,none,1
1820,none,1
1821,none,1
1822,none,1
1823,none,1
1824,none,1
1825,none,1
1826,none,1
1827,none,1
1828,none,1
1829,none,1
1830,none,1
1831,none,1
1832,none,1
1833,none,1
1834,none,1
1835,none,1
1836,none,1
1837,none,1
1838,none,1
1839,none,1
1840,none,1
1841,none,1
1842,none,1
1843,none,1
1844,none,1
1845,none,1
1846,none,1
1847,none,1
1848,none,1
1849,none,1
1850,none,1
1851,none,1
1852,none,1
1853,none,1
1854,none,1
1855,none,1
1856,none,1
1857,none,1
1858,none,1
1859,none,1
1860,none,1
1861,none,1
1862,none,1
1863,none,1
1864,none,1
1865,none,1
1866,none,1
1867,none,1
1868,none,1
1869,none,1
1870,none,1
1871,none,1
1872,none,1
1873,none,1
1874,none,1
1875,none,1
1876,none,1
1877,none,1
1878,none,1
1879,none,1
1880,none,1
1881,none,1
1882,none,1
1883,none,1
1884,none,1
1885,none,1
1886,none,1
1887,none,1
1888,none,1
1889,none,1
1890,none,1
1891,none,1
1892,none,1
1893,none,1
1894,none,1
1895,none,1
1896,none,1
1897,none,1
1898,none,1
1899,none,1
1900,none,1
1901,none,1
1902,none,1
1903,none,1
1904,none,1
1905,none,1
1906,none,1
1907,none,1
1908,none,1
1909,none,1
1910,none,1
1911,none,1
1912,none,1
1913,none,1
1914,none,1
1915,none,1
1916,none,1
1917,none,1
1918,none,1
1919,none,1
1920,none,1
1921,none,1
1922,none,1
1923,none,1
1924,none,1
1925,none,1
1926,none,1
1927,none,1
1928,none,1
1929,none,1
1930,none,1
1931,none,1
1932,none,1
1933,none,1
1934,none,1
1935,none,1
1936,none,1
1937,none,1
1938,none,1
1939,none,1
1940,none,1
1941,none,1
1942,none,1
1943,none,1
1944,none,1
1945,none,1
1946,none,1
1947,none,1
1948,none,1
1949,none,1
1950,none,1
1951,none,1
1952,none,1
1953,none,1
1954,none,1
1955,none,1
1956,none,1
1957,none,1
1958,none,1
1959,none,1
1960,none,1
1961,none,1
1962,none,1
1963,none,1
1964,none,1
1965,none,1
1966,none,1
1967,none,1
1968,none,1
1969,none,1
1970,none,1
1971,none,1
1972,none,1
1973,none,1
1974,none,1
1975,none,1
1976,none,1
1977,none,1
1978,none,1
1979,none,1
1980,none,1
1981,none,1
1982,none,1
1983,none,1
1984,none,1
1985,none,1
1986,none,1
1987,none,1
1988,none,1
1989,none,1
1990,none,1
1991,none,1
1992,none,1
1993,none,1
1994,none,1
1995,none,1
1996,none,1
1997,none,1
1998,none,1
1999,none,1
2000,none,1
2001,none,1
2002,none,1
2003,none,1
2004,none,1
2005,none,1
2006,none,1
2007,none,1
2008,none,1
2009,none,1
2010,none,1
2011,none,1
2012,none,1
2013,none,1
2014,none,1
2015,none,1
2016,none,1
2017,none,1
2018,none,1
2019,none,1
2020,none,1
2021,none,1
2022,none,1
2023,none,1
2024,none,1
2025,none,1
2026,none,1
2027,none,1
2028,none,1
2029,none,1
2030,none,1
2031,none,1
2032,none,1
2033,none,1
2034,none,1
2035,none,1
2036,none,1
2037,none,1
2038,none,1
2039,none,1
2040,none,1
2041,none,1
2042,none,1
2043,none,1
2044,none,1
2045,none,1
2046,none,1
2047,none,1
2048,none,1
2049,none,1
2050,none,1
2051,none,1
2052,none,1
2053,none,1
2054,none,1
2055,none,1
2056,none,1
2057,none,1
2058,none,1
2059,none,1
2060,none,1
2061,none,1
2062,none,1
2063,none,1
2064,none,1
2065,none,1
2066,none,1
2067,none,1
2068,none,1
2069,none,1
2070,none,1
2071,none,1
2072,none,1
2073,none,1
2074,none,1
2075,none,1
2076,none,1
2077,none,1
2078,none,1
2079,none,1
2080,none,1
2081,none,1
2082,none,1
2083,none,1
2084,none,1
2085,none,1
2086,none,1
2087,none,1
2088,none,1
2089,none,1
2090,none,1
2091,none,1
2092,none,1
2093,none,1
2094,none,1
2095,none,1
2096,none,1
2097,none,1
2098,none,1
2099,none,1
2100,none,1
2101,none,1
2102,none,1
2103,none,1
2104,none,1
2105,none,1
2106,none,1
2107,none,1
2108,none,1
2109,none,1
2110,none,1
2111,none,1
2112,none,1
2113,none,1
2114,none,1
2115,none,1
2116,pull,1
2117,pull,1
2118,pull,1
2119,pull,1
2120,pull,1
2121,pull,1
2122,pull,1
2123,pull,1
2124,pull,1
2125,pull,1
2126,pull,1
2127,pull,1
2128,pull,1
2129,pull,1
2130,pull,1
2131,pull,1
2132,pull,1
2133,pull,1
2134,pull,1
2135,pull,1
2136,pull,1
2137,pull,1
